iter	RMSE
816	1823.2427
817	1822.915627
818	1822.790883
819	1822.39728
820	1822.180619
821	1821.959658
822	1821.649099
823	1821.477912
824	1821.081665
825	1820.75623
826	1820.568863
827	1820.247836
828	1819.610885
829	1819.360594
830	1819.003228
831	1818.676064
832	1818.436594
833	1818.181311
834	1817.909638
835	1817.61926
836	1817.480638
837	1817.302739
838	1816.94122
839	1816.772066
840	1816.370233
841	1815.674536
842	1815.327728
843	1814.80859
844	1814.62333
845	1814.306342
846	1813.971785
847	1813.605786
848	1813.408866
849	1813.069318
850	1812.108322
851	1811.630163
852	1811.100424
853	1810.964017
854	1810.148327
855	1809.721575
856	1809.472526
857	1808.683848
858	1807.794336
859	1807.451875
860	1807.256108
861	1806.982805
862	1806.462022
863	1805.915836
864	1804.939147
865	1804.660372
866	1804.317857
867	1803.95396
868	1803.471759
869	1803.149235
870	1802.817093
871	1802.280505
872	1802.141098
873	1801.665427
874	1801.255458
875	1801.009633
876	1800.311955
877	1800.019977
878	1799.726524
879	1799.448631
880	1799.170251
881	1798.917085
882	1798.637042
883	1798.20778
884	1797.923748
885	1797.73338
886	1797.457042
887	1796.915782
888	1796.804189
889	1796.29718
890	1796.02321
891	1795.881134
892	1795.501163
893	1795.154544
894	1794.89875
895	1794.465906
896	1794.14949
897	1793.535313
898	1793.298961
899	1792.934095
900	1792.685529
901	1792.338611
902	1791.960587
903	1791.724151
904	1791.540254
905	1791.384627
906	1790.921735
907	1790.478752
908	1790.149083
909	1789.563559
910	1789.181072
911	1788.90946
912	1788.733165
913	1788.384995
914	1788.019111
915	1787.814603
916	1787.514587
917	1787.205549
918	1786.917837
919	1786.537815
920	1786.230212
921	1786.050526
922	1785.903163
923	1785.708488
924	1785.294462
925	1784.924092
926	1784.703861
927	1784.435234
928	1784.158361
929	1784.044608
930	1783.374493
931	1783.224839
932	1782.951538
933	1782.581672
934	1782.366504
935	1781.981791
936	1781.793688
937	1781.618338
938	1781.443708
939	1781.218376
940	1781.039174
941	1780.80969
942	1780.540941
943	1780.354009
944	1780.109043
945	1779.855522
946	1779.604289
947	1779.419654
948	1779.176323
949	1778.787084
950	1778.632615
951	1778.299201
952	1778.022583
953	1777.791605
954	1777.610844
955	1777.364442
956	1777.13704
957	1776.781721
958	1776.626158
959	1776.426306
960	1776.018024
961	1775.756774
962	1775.422222
963	1775.179525
964	1775.024888
965	1774.378
966	1774.010999
967	1773.379156
968	1773.17654
969	1772.779998
970	1772.492667
971	1772.227469
972	1771.936483
973	1771.683763
974	1771.091168
975	1770.741012
976	1770.609967
977	1770.407273
978	1770.251453
979	1769.97055
980	1769.444406
981	1769.164873
982	1768.871436
983	1768.532885
984	1768.260197
985	1767.970309
986	1767.807289
987	1767.606424
988	1767.014164
989	1766.57579
990	1766.304949
991	1766.064863
992	1765.893817
993	1765.496474
994	1765.200477
995	1764.853777
996	1764.64616
997	1764.46414
998	1764.096545
999	1763.909225
