iter	Passed	Remaining
513	1131	1069
514	1133	1067
515	1134	1064
516	1136	1061
517	1138	1059
518	1140	1056
519	1141	1054
520	1144	1052
521	1146	1049
522	1148	1047
523	1150	1044
524	1151	1042
525	1153	1039
526	1155	1036
527	1157	1034
528	1158	1031
529	1160	1029
530	1162	1026
531	1164	1024
532	1166	1021
533	1168	1019
534	1170	1017
535	1172	1014
536	1174	1012
537	1175	1009
538	1177	1007
539	1179	1004
540	1181	1002
541	1183	1000
542	1185	997
543	1186	994
544	1188	992
545	1190	989
546	1192	987
547	1194	984
548	1195	982
549	1197	980
550	1199	977
551	1201	975
552	1203	972
553	1205	970
554	1207	967
555	1209	965
556	1211	963
557	1212	960
558	1214	958
559	1216	955
560	1218	953
561	1220	950
562	1221	948
563	1223	946
564	1226	944
565	1228	941
566	1229	939
567	1232	937
568	1233	934
569	1235	932
570	1237	929
571	1239	927
572	1241	924
573	1243	922
574	1244	920
575	1246	917
576	1248	915
577	1250	912
578	1252	910
579	1254	908
580	1255	905
581	1257	903
582	1259	901
583	1261	898
584	1263	896
585	1265	893
586	1266	891
587	1268	888
588	1270	886
589	1272	884
590	1274	881
591	1276	879
592	1277	877
593	1279	874
594	1281	872
595	1283	870
596	1285	867
597	1287	865
598	1289	863
599	1291	861
600	1294	859
601	1296	856
602	1297	854
603	1299	852
604	1301	849
605	1303	847
606	1305	845
607	1308	843
608	1309	841
609	1311	838
610	1313	836
611	1315	834
612	1317	831
613	1319	829
614	1321	827
615	1323	824
616	1325	822
617	1328	820
618	1329	818
619	1331	816
620	1333	813
621	1335	811
622	1337	809
623	1339	807
624	1341	805
625	1343	802
626	1345	800
627	1347	798
628	1349	796
629	1351	793
630	1353	791
631	1355	789
632	1358	787
633	1360	785
634	1362	783
635	1364	780
636	1366	778
637	1367	776
638	1369	773
639	1372	771
640	1374	769
641	1376	767
642	1378	765
643	1380	762
644	1381	760
645	1383	758
646	1385	755
647	1387	753
648	1389	751
649	1392	749
650	1394	747
651	1396	745
652	1398	742
653	1400	740
654	1402	738
655	1403	736
656	1406	734
657	1407	731
658	1409	729
659	1411	727
660	1413	724
661	1415	722
662	1417	720
663	1418	717
664	1420	715
665	1422	713
666	1424	711
667	1426	708
668	1428	706
669	1429	704
670	1431	702
671	1433	699
672	1435	697
673	1437	695
674	1439	692
675	1441	690
676	1442	688
677	1444	686
678	1446	683
679	1448	681
680	1450	679
681	1452	677
682	1454	675
683	1456	672
684	1458	670
685	1460	668
686	1461	666
687	1463	663
688	1465	661
689	1467	659
690	1469	656
691	1471	654
692	1472	652
693	1474	650
694	1476	648
695	1478	645
696	1480	643
697	1482	641
698	1484	639
699	1485	636
700	1487	634
701	1489	632
702	1491	630
703	1493	627
704	1495	625
705	1497	623
706	1498	621
707	1500	619
708	1502	616
709	1504	614
710	1506	612
711	1508	610
712	1509	607
713	1511	605
714	1513	603
715	1515	600
716	1517	598
717	1518	596
718	1520	594
719	1522	592
720	1524	589
721	1526	587
722	1528	585
723	1530	583
724	1532	581
725	1534	579
726	1536	576
727	1537	574
728	1539	572
729	1541	570
730	1543	567
731	1545	565
732	1547	563
733	1548	561
734	1550	559
735	1552	556
736	1554	554
737	1555	552
738	1557	550
739	1559	547
740	1561	545
741	1563	543
742	1565	541
743	1567	539
744	1568	537
745	1570	534
746	1572	532
747	1574	530
748	1576	528
749	1578	526
750	1579	523
751	1581	521
752	1583	519
753	1585	517
754	1587	515
755	1588	512
756	1590	510
757	1592	508
758	1594	506
759	1596	504
760	1598	501
761	1599	499
762	1601	497
763	1603	495
764	1605	493
765	1607	491
766	1609	488
767	1611	486
768	1612	484
769	1614	482
770	1616	480
771	1618	478
772	1620	475
773	1622	473
774	1623	471
775	1625	469
776	1627	467
777	1629	464
778	1630	462
779	1632	460
780	1634	458
781	1636	456
782	1638	454
783	1640	451
784	1641	449
785	1643	447
786	1645	445
787	1647	443
788	1649	441
789	1651	438
790	1653	436
791	1654	434
792	1656	432
793	1658	430
794	1660	428
795	1662	426
796	1664	423
797	1665	421
798	1667	419
799	1670	417
800	1672	415
801	1674	413
802	1676	411
803	1678	409
804	1680	407
805	1682	404
806	1683	402
807	1686	400
808	1688	398
809	1690	396
810	1691	394
811	1693	392
812	1695	389
813	1698	388
814	1699	385
815	1702	383
816	1704	381
817	1706	379
818	1708	377
819	1710	375
820	1712	373
821	1713	371
822	1715	368
823	1717	366
824	1720	364
825	1722	362
826	1724	360
827	1726	358
828	1728	356
829	1730	354
830	1732	352
831	1734	350
832	1736	348
833	1738	346
834	1740	344
835	1742	341
836	1744	339
837	1746	337
838	1748	335
839	1750	333
840	1752	331
841	1754	329
842	1756	327
843	1758	325
844	1760	322
845	1762	320
846	1763	318
847	1765	316
848	1767	314
849	1769	312
850	1772	310
851	1773	308
852	1775	305
853	1777	303
854	1779	301
855	1780	299
856	1782	297
857	1784	295
858	1786	293
859	1788	291
860	1790	289
861	1792	286
862	1793	284
863	1795	282
864	1797	280
865	1799	278
866	1801	276
867	1803	274
868	1805	272
869	1807	270
870	1809	267
871	1811	265
872	1812	263
873	1814	261
874	1816	259
875	1818	257
876	1820	255
877	1822	253
878	1823	251
879	1825	248
880	1827	246
881	1829	244
882	1831	242
883	1833	240
884	1835	238
885	1836	236
886	1838	234
887	1840	232
888	1842	230
889	1844	227
890	1846	225
891	1848	223
892	1850	221
893	1852	219
894	1854	217
895	1855	215
896	1857	213
897	1859	211
898	1861	209
899	1863	207
900	1865	204
901	1867	202
902	1869	200
903	1870	198
904	1872	196
905	1874	194
906	1876	192
907	1878	190
908	1880	188
909	1882	186
910	1884	184
911	1885	181
912	1887	179
913	1889	177
914	1891	175
915	1893	173
916	1895	171
917	1896	169
918	1898	167
919	1900	165
920	1902	163
921	1904	161
922	1905	159
923	1907	156
924	1909	154
925	1911	152
926	1913	150
927	1914	148
928	1916	146
929	1918	144
930	1920	142
931	1922	140
932	1924	138
933	1925	136
934	1927	134
935	1929	131
936	1931	129
937	1933	127
938	1935	125
939	1937	123
940	1938	121
941	1940	119
942	1942	117
943	1944	115
944	1946	113
945	1948	111
946	1950	109
947	1951	107
948	1953	104
949	1955	102
950	1957	100
951	1959	98
952	1961	96
953	1962	94
954	1965	92
955	1966	90
956	1968	88
957	1970	86
958	1972	84
959	1974	82
960	1975	80
961	1977	78
962	1979	76
963	1981	73
964	1983	71
965	1985	69
966	1986	67
967	1988	65
968	1990	63
969	1992	61
970	1993	59
971	1995	57
972	1997	55
973	1999	53
974	2001	51
975	2003	49
976	2005	47
977	2006	45
978	2008	43
979	2010	41
980	2012	38
981	2013	36
982	2016	34
983	2017	32
984	2019	30
985	2021	28
986	2023	26
987	2025	24
988	2027	22
989	2028	20
990	2030	18
991	2033	16
992	2035	14
993	2036	12
994	2038	10
995	2040	8
996	2042	6
997	2044	4
998	2046	2
999	2048	0
