iter	Passed	Remaining
910	2193	214
911	2196	211
912	2198	209
913	2200	207
914	2203	204
915	2205	202
916	2207	199
917	2209	197
918	2212	195
919	2214	192
920	2217	190
921	2219	187
922	2222	185
923	2224	182
924	2227	180
925	2229	178
926	2231	175
927	2234	173
928	2236	170
929	2238	168
930	2241	166
931	2243	163
932	2246	161
933	2248	158
934	2251	156
935	2253	154
936	2256	151
937	2258	149
938	2260	146
939	2263	144
940	2265	142
941	2268	139
942	2270	137
943	2272	134
944	2274	132
945	2277	129
946	2279	127
947	2282	125
948	2284	122
949	2286	120
950	2289	117
951	2291	115
952	2293	113
953	2296	110
954	2298	108
955	2300	105
956	2303	103
957	2305	101
958	2307	98
959	2310	96
960	2312	93
961	2314	91
962	2317	89
963	2319	86
964	2321	84
965	2323	81
966	2326	79
967	2328	76
968	2331	74
969	2333	72
970	2335	69
971	2338	67
972	2340	64
973	2342	62
974	2345	60
975	2347	57
976	2350	55
977	2352	52
978	2355	50
979	2357	48
980	2360	45
981	2362	43
982	2364	40
983	2367	38
984	2369	36
985	2371	33
986	2374	31
987	2376	28
988	2378	26
989	2381	24
990	2383	21
991	2386	19
992	2388	16
993	2391	14
994	2393	12
995	2395	9
996	2397	7
997	2400	4
998	2402	2
999	2404	0
