iter	RMSE
150	472.946206
151	472.422567
152	472.1278376
153	471.8526069
154	471.4623511
155	471.1547896
156	470.4496085
157	469.9809675
158	469.8577493
159	469.6299884
160	469.5567543
161	467.9109341
162	466.5188657
163	464.978136
164	464.6424741
165	464.2356312
166	464.0644757
167	462.730642
168	462.4713819
169	462.2190481
170	461.9516299
171	461.7875505
172	461.5471687
173	461.3241549
174	460.1668955
175	459.7393123
176	459.5557645
177	459.1641634
178	458.9304073
179	458.4103044
180	458.2027767
181	457.966202
182	457.6383684
183	457.5393308
184	457.3488412
185	456.8534321
186	456.7280627
187	456.1612531
188	456.0212812
189	455.6001469
190	455.2726219
191	455.2030691
192	455.0187518
193	454.6811229
194	454.4847978
195	454.2048093
196	454.0821729
197	453.9227902
198	453.7523183
199	453.5545175
200	452.5058085
201	452.0631802
202	451.8879975
203	451.775107
204	451.3832414
205	451.2390361
206	451.0192458
207	450.6482037
208	450.5325179
209	450.3829695
210	450.0986586
211	449.9424465
212	449.6935068
213	449.4029873
214	448.3878467
215	448.0768901
216	447.7884984
217	447.6792642
218	447.5054211
219	447.1449035
220	446.9500026
221	446.6106982
222	445.7684458
223	445.6193408
224	445.4309608
225	445.082327
226	444.2210296
227	443.9802207
228	443.2809693
229	443.0998023
230	442.9598903
231	442.5180623
232	442.2488359
233	442.109708
234	441.9024189
235	441.5510801
236	440.8935109
237	440.6277874
238	440.3798241
239	439.8045524
240	439.6347507
241	439.38552
242	439.0734369
243	438.5604694
244	438.2145797
245	437.9180161
246	437.7264887
247	437.5149186
248	437.3413557
249	437.2126843
250	437.0854093
251	436.983828
252	436.8887617
253	436.4808781
254	436.273099
255	436.1244051
256	435.5698992
257	435.3429611
258	435.1543494
259	434.6325173
260	434.2604367
261	433.9822628
262	433.8240735
263	433.6251956
264	433.4663528
265	433.3474431
266	433.2744788
267	433.1874415
268	433.0414218
269	432.7895635
270	432.6489981
271	432.5963264
272	432.4759245
273	432.2881925
274	432.0819954
275	431.3899478
276	431.244714
277	431.0635876
278	430.8312317
279	430.7183174
280	430.6387832
281	430.5802049
282	430.4218057
283	430.1117455
284	430.0049615
285	429.767879
286	429.6145474
287	429.5088117
288	429.4084426
289	429.244354
290	429.1603555
291	428.9128601
292	428.8244281
293	428.584485
294	428.3124972
295	428.2056314
296	427.7594951
297	427.6819469
298	427.4932678
299	427.3198986
300	426.8688965
301	426.6412055
302	426.5617344
303	426.432741
304	426.2898253
305	425.9759333
306	425.9011607
307	425.8250144
308	425.7542708
309	425.6840444
310	425.1289816
311	424.8603116
312	424.7953396
313	424.7337963
314	424.1652966
315	424.0516244
316	423.9261285
317	423.7157108
318	423.2098852
319	423.1010733
320	422.9347704
321	422.4075552
322	422.1564939
323	421.6100164
324	421.336324
325	421.130469
326	420.6351379
327	420.4789373
328	420.4021886
329	420.1324003
330	420.0613098
331	419.9455503
332	419.8167353
333	419.6339366
334	419.1592278
335	419.0311758
336	418.854758
337	418.6052158
338	418.4964414
339	418.4387367
340	418.3840192
341	418.3028929
342	418.2569182
343	418.2049039
344	418.1363658
345	417.9247914
346	417.7338046
347	417.5924292
348	417.460142
349	417.3655234
350	417.1857018
351	417.0763611
352	416.8446762
353	416.6916133
354	416.5011624
355	416.3783755
356	415.9981099
357	415.5559841
358	414.6089689
359	414.2357377
360	413.8859655
361	413.1187147
362	412.3792401
363	411.8657278
364	411.2908565
365	410.7972766
366	410.5556334
367	410.1113097
368	410.0348161
369	409.5787515
370	409.4977192
371	409.0962444
372	408.8807664
373	408.8144855
374	408.7046752
375	408.5386318
376	408.4536793
377	407.9768782
378	407.5765513
379	407.4026403
380	407.2320969
381	407.1614064
382	406.770913
383	406.5787263
384	406.3508745
385	406.1805604
386	405.9707391
387	405.7721939
388	405.681679
389	405.5215877
390	405.3451129
391	405.2424449
392	405.0496694
393	404.850057
394	404.6947433
395	404.3308166
396	404.2368517
397	404.0882515
398	404.0331228
399	403.9767207
400	403.8623722
401	403.7779228
402	403.6632683
403	403.528809
404	403.4203209
405	403.3262812
406	403.2396976
407	403.1438439
408	403.0146056
409	402.9408147
410	402.8463517
411	402.7617323
412	402.7043595
413	402.6662108
414	402.4910569
415	402.3823496
416	402.2633653
417	402.1859864
418	402.0337443
419	401.8849854
420	401.7082739
421	401.5548816
422	401.3937245
423	401.3129505
424	401.2266658
425	401.1728512
426	401.0924848
427	400.9669499
428	400.7535301
429	400.6471976
430	400.5480679
431	400.4739689
432	400.2727667
433	400.2225221
434	399.8187227
435	399.7308721
436	399.5738691
437	399.5023281
438	399.3942296
439	399.0115706
440	398.6423907
441	398.2806922
442	398.1403312
443	398.0564914
444	397.8421015
445	397.7157983
446	397.579439
447	397.2227983
448	397.1627478
449	397.1075504
450	397.0567053
451	396.9366939
452	396.8891968
453	396.7377179
454	396.5860129
455	396.4375292
456	396.3441494
457	396.2625045
458	396.0778798
459	396.0168042
460	395.8935531
461	395.8653175
462	395.7980965
463	395.6778883
464	395.5520155
465	395.439975
466	395.328731
467	395.042906
468	394.9363565
469	394.6887213
470	394.588681
471	394.4727951
472	394.4297188
473	394.3898163
474	394.3069364
475	394.226804
476	394.1525053
477	394.0522118
478	394.0033907
479	393.8550911
480	393.7363111
481	393.6497439
482	393.4102191
483	393.3618722
484	393.2088758
485	393.119737
486	392.9756105
487	392.828967
488	392.7709621
489	392.68968
490	392.5796339
491	392.4942263
492	392.4423344
493	392.3176032
494	392.2544733
495	392.1818808
496	392.0819379
497	391.8120165
498	391.6550858
499	391.5898138
500	391.4934426
501	391.4189232
502	391.2956195
503	391.2017629
504	391.1595586
505	391.0905864
506	391.0162962
507	390.9145576
508	390.6348257
509	390.529241
510	390.4355252
511	390.3751318
512	390.3342095
513	390.2598976
514	390.0086838
515	389.8600381
516	389.7251166
517	389.6545295
518	389.6305407
519	389.5422366
520	389.5243311
521	389.3765065
522	389.2951288
523	389.2571555
524	389.1603629
525	389.0858651
526	388.9528525
527	388.9272903
528	388.8721825
529	388.8059108
530	388.7188388
531	388.6576202
532	388.5828766
533	388.5606374
534	388.336253
535	388.1914889
536	387.861
537	387.5247949
538	387.500561
539	387.4590847
540	387.3916027
541	387.3245426
542	387.2259521
543	387.1496177
544	387.087259
545	386.8763559
546	386.7545455
547	386.7002219
548	386.5721347
549	386.5417701
550	386.4835506
551	386.4157594
552	386.3938869
553	386.2870458
554	386.1703139
555	386.1087736
556	386.0668133
557	386.0258808
558	385.9865005
559	385.923514
560	385.8233012
561	385.6922158
562	385.6305022
563	385.4974681
564	385.4465223
565	385.4075773
566	385.3390035
567	385.2521033
568	385.1825683
569	385.074157
570	385.0256457
571	384.9336457
572	384.8931906
573	384.7182717
574	384.5666922
575	384.483834
576	384.4402535
577	384.3813009
578	384.3465788
579	384.2417726
580	384.1805334
581	384.1175416
582	384.0838938
583	384.0132536
584	383.753954
585	383.7348781
586	383.6752914
587	383.6089828
588	383.4821896
589	383.331713
590	383.2731935
591	383.2081543
592	383.1643483
593	383.0075973
594	382.961903
595	382.8716843
596	382.8129778
597	382.6493155
598	382.5852462
599	382.4754245
600	382.3935631
601	382.3365011
602	382.2546923
603	381.9661498
604	381.8796085
605	381.8315369
606	381.7736243
607	381.7179969
608	381.6676558
609	381.6398875
610	381.5663188
611	381.5162404
612	381.4373709
613	381.3636358
614	381.2966644
615	381.248888
616	381.1953525
617	381.1104967
618	380.9714463
619	380.9303378
620	380.9163971
621	380.8593511
622	380.7994478
623	380.7279603
624	380.6751755
625	380.6039449
626	380.566705
627	380.517847
628	380.4527823
629	380.4104204
630	380.3674339
631	380.3104842
632	380.2342421
633	380.1860759
634	380.1492407
635	380.0955963
636	380.0205052
637	379.9261857
638	379.8605746
639	379.7822893
640	379.7354349
641	379.6065289
642	379.5707117
643	379.5105886
644	379.4446025
645	379.3737886
646	379.2425945
647	379.1459671
648	379.0730754
649	378.9811891
650	378.9163468
651	378.8837145
652	378.7980657
653	378.6985572
654	378.6437552
655	378.5645856
656	378.5079659
657	378.4619427
658	378.403393
659	378.34745
660	378.1307142
661	378.0293101
662	377.9726439
663	377.898178
664	377.8472887
665	377.7919001
666	377.7046133
667	377.6929191
668	377.6295111
669	377.5866186
670	377.5309504
671	377.4601479
672	377.4196408
673	377.3754073
674	377.3309261
675	377.267806
676	377.2287558
677	377.122964
678	377.0266721
679	376.9847609
680	376.8530622
681	376.8193974
682	376.7769282
683	376.7418892
684	376.6695691
685	376.5962266
686	376.5426378
687	376.4736838
688	376.4360528
689	376.4049942
690	376.3316732
691	376.2989962
692	376.2268509
693	376.1880631
694	376.0804994
695	376.0243841
696	375.820123
697	375.7185967
698	375.6158219
699	375.5672787
700	375.4745313
701	375.4348593
702	375.3607227
703	375.3308114
704	375.2919181
705	375.1819167
706	375.1268354
707	375.1053926
708	375.0639698
709	374.9460516
710	374.8697055
711	374.7502679
712	374.6808971
713	374.4730085
714	374.3974922
715	374.3431726
716	374.2334012
717	374.1590166
718	374.0857307
719	374.0203379
720	373.9652158
721	373.7843159
722	373.7124967
723	373.66267
724	373.6359244
725	373.5819872
726	373.49552
727	373.4134416
728	373.3848471
729	373.3510269
730	373.3100454
731	373.2702188
732	373.0544084
733	373.0144714
734	372.9519683
735	372.8399984
736	372.7699574
737	372.7098081
738	372.6670886
739	372.6008462
740	372.5633038
741	372.5043718
742	372.4653572
743	372.4255299
744	372.3418074
745	372.1689471
746	372.1072744
747	372.0318884
748	371.9985497
749	371.9384319
750	371.8892958
751	371.8441989
752	371.7926515
753	371.7606946
754	371.6564537
755	371.5668765
756	371.4268868
757	371.3957124
758	371.2831847
759	371.2233035
760	371.1565663
761	371.1026469
762	371.0635949
763	371.0230176
764	370.9641655
765	370.9388095
766	370.897897
767	370.8619252
768	370.8389885
769	370.7560783
770	370.593542
771	370.5398846
772	370.4958493
773	370.4223817
774	370.4017103
775	370.3435589
776	370.2276328
777	370.1292994
778	370.062627
779	370.0242748
780	370.0081915
781	369.9894795
782	369.905831
783	369.8370438
784	369.7882595
785	369.7134724
786	369.6293616
787	369.4627165
788	369.4021843
789	369.343923
790	369.2821325
791	369.2291925
792	369.2115837
793	369.1700332
794	369.1030578
795	369.0677523
796	369.0010826
797	368.9306245
798	368.904328
799	368.858854
800	368.7917914
801	368.7775797
802	368.7343405
803	368.6920258
804	368.6580804
805	368.6094735
806	368.5533933
807	368.4805141
808	368.4183361
809	368.3518379
810	368.2765325
811	368.16302
812	368.1259092
813	368.0246919
814	367.9773398
815	367.9144353
816	367.8533414
817	367.8344636
818	367.6894715
819	367.6385332
820	367.6045086
821	367.5408463
822	367.506167
823	367.4973
824	367.4635465
825	367.4484382
826	367.390631
827	367.3511756
828	367.2833213
829	367.2436798
830	367.2086644
831	367.1646098
832	367.0591518
833	366.9509455
834	366.9414344
835	366.8464535
836	366.7591737
837	366.7233909
838	366.6623642
839	366.3317132
840	366.3183261
841	366.2329527
842	366.1744323
843	366.1095283
844	366.0969286
845	366.0673689
846	366.0509479
847	365.9274948
848	365.8433467
849	365.7833502
850	365.7454969
851	365.6773047
852	365.6283465
853	365.6134989
854	365.5879404
855	365.4917388
856	365.4368522
857	365.3920066
858	365.3588317
859	365.3187179
860	365.2747072
861	365.2259015
862	365.2078133
863	365.0954555
864	365.0774678
865	365.0319589
866	364.9855485
867	364.917392
868	364.8661255
869	364.7028566
870	364.672098
871	364.627815
872	364.6050608
873	364.5725347
874	364.5306479
875	364.4789301
876	364.3985391
877	364.3673442
878	364.3279919
879	364.2755179
880	364.2311708
881	364.1538643
882	364.1186267
883	364.0659662
884	364.0355516
885	364.0147785
886	363.8681612
887	363.8296157
888	363.8099055
889	363.7752136
890	363.7391797
891	363.7000629
892	363.6688052
893	363.5884033
894	363.5389816
895	363.305308
896	363.0703013
897	362.9920153
898	362.9501934
899	362.899558
900	362.8608102
901	362.8059304
902	362.7479506
903	362.6996745
904	362.6443252
905	362.6057642
906	362.5529339
907	362.5360872
908	362.4583776
909	362.4050196
910	362.3580228
911	362.2896074
912	362.2038243
913	362.1382294
914	362.0979029
915	362.0434386
916	361.9799225
917	361.9319329
918	361.8544587
919	361.8225722
920	361.7557121
921	361.717975
922	361.7079385
923	361.6799695
924	361.6042997
925	361.5147685
926	361.4737932
927	361.4377087
928	361.3983567
929	361.3796998
930	361.2988761
931	361.2784555
932	361.1450303
933	361.1119473
934	361.0354166
935	360.9946375
936	360.9291959
937	360.8781451
938	360.8384304
939	360.7152658
940	360.6838027
941	360.6524604
942	360.6261581
943	360.6030561
944	360.544606
945	360.377141
946	360.3490021
947	360.2800467
948	360.2327462
949	360.1739832
950	360.1388836
951	360.1126248
952	360.0439095
953	359.9944094
954	359.9523653
955	359.9104849
956	359.8539766
957	359.8188094
958	359.727301
959	359.6878163
960	359.6578861
961	359.6303243
962	359.5860582
963	359.5279156
964	359.5084766
965	359.4785131
966	359.4573422
967	359.4229161
968	359.35803
969	359.3107924
970	359.2597773
971	359.2421953
972	359.2287795
973	359.1998333
974	359.1510646
975	359.1152498
976	359.0984881
977	359.0579001
978	358.9760782
979	358.921366
980	358.911495
981	358.8659248
982	358.825417
983	358.7863365
984	358.7166504
985	358.6929344
986	358.6680764
987	358.6100935
988	358.5173584
989	358.4896753
990	358.4776489
991	358.4522013
992	358.4194519
993	358.3841774
994	358.3312598
995	358.3202442
996	358.2946691
997	358.2501934
998	358.2068028
999	358.1449042
